Date,Open,High,Low,Close
2023-02-15,150.78,153.14,150.56,152.97
2023-02-16,151.18,153.96,151.02,151.38
2023-02-17,150.04,150.68,148.56,150.23
2023-02-21,147.92,149.0,146.16,146.22
2023-02-22,146.61,147.67,144.92,146.65
2023-02-23,147.81,148.06,145.0,147.13
2023-02-24,144.88,144.95,143.51,144.48
2023-02-27,145.47,146.9,145.21,145.67
2023-02-28,144.82,146.82,144.6,145.17
2023-03-01,144.6,144.99,142.81,143.1
2023-03-02,142.19,144.48,141.71,143.69
2023-03-03,145.79,148.82,145.09,148.74
2023-03-06,151.45,153.93,151.13,151.49
2023-03-07,151.37,151.69,148.83,149.3
2023-03-08,150.49,151.14,149.52,150.55
2023-03-09,151.23,152.19,147.95,148.3
2023-03-10,147.93,148.65,145.37,146.24
2023-03-13,145.57,150.81,145.46,148.18
2023-03-14,148.98,151.07,147.82,150.27
2023-03-15,148.89,150.92,147.64,150.67
2023-03-16,149.85,154.08,149.34,153.48
2023-03-17,153.71,154.36,151.94,152.65
2023-03-20,152.71,155.42,151.81,155.01
2023-03-21,154.93,156.98,154.16,156.86
2023-03-22,156.88,159.68,155.41,155.43
2023-03-23,156.42,159.1,155.29,156.52
2023-03-24,156.45,157.9,155.45,157.82
2023-03-27,157.51,158.33,155.47,155.88
2023-03-28,155.57,156.08,153.61,155.26
2023-03-29,156.95,158.6,156.93,158.33
2023-03-30,159.08,160.0,158.82,159.89
2023-03-31,159.97,162.49,159.45,162.4
2023-04-03,161.78,163.76,161.73,163.65
2023-04-04,164.07,164.31,162.6,163.11
2023-04-05,162.24,162.54,159.34,161.27
2023-04-06,159.96,162.45,159.54,162.16
2023-04-10,158.97,159.57,157.65,159.57
2023-04-11,159.88,159.89,158.07,158.36
2023-04-12,158.77,159.6,157.35,157.67
2023-04-13,159.18,163.28,158.97,163.05
2023-04-14,162.09,163.79,161.33,162.7
2023-04-17,162.58,162.88,161.54,162.72
2023-04-18,163.58,164.87,163.13,163.94
2023-04-19,163.28,165.61,163.03,165.08
2023-04-20,163.57,165.32,163.05,164.12
2023-04-21,162.54,163.92,161.99,162.51
2023-04-24,162.49,163.08,161.4,162.82
2023-04-25,162.68,163.78,161.24,161.28
2023-04-26,160.58,162.77,160.33,161.27
2023-04-27,162.68,166.0,162.68,165.85
2023-04-28,165.93,167.27,165.33,167.1
2023-05-01,166.71,167.86,166.08,167.01
2023-05-02,167.51,167.76,165.0,165.98
2023-05-03,166.93,168.32,164.62,164.91
2023-05-04,162.39,164.5,161.81,163.27
2023-05-05,168.38,171.65,168.17,170.93
2023-05-08,169.86,171.21,169.5,170.86
2023-05-09,170.42,170.9,168.99,169.16
2023-05-10,170.39,171.39,169.29,170.92
2023-05-11,171.21,171.94,169.56,171.11
2023-05-12,171.22,171.65,168.64,170.18
2023-05-15,170.77,170.82,169.1,169.69
2023-05-16,169.61,170.75,169.42,169.69
2023-05-17,169.34,170.54,168.06,170.3
2023-05-18,170.61,172.82,170.19,172.63
2023-05-19,173.95,173.95,172.52,172.74
2023-05-22,171.57,172.29,171.05,171.79
2023-05-23,170.74,170.98,168.91,169.19
2023-05-24,168.72,170.04,168.16,169.46
2023-05-25,170.03,171.5,169.32,170.6
2023-05-26,170.92,173.34,170.72,173.0
2023-05-30,174.51,176.52,174.13,174.85
2023-05-31,174.88,176.87,174.32,174.8
2023-06-01,175.24,177.63,174.48,177.6
2023-06-02,178.53,179.27,176.78,178.45
2023-06-05,180.11,182.39,175.58,177.1
2023-06-06,177.48,177.63,174.98,176.73
2023-06-07,175.97,178.7,174.87,175.36
2023-06-08,175.44,178.34,175.01,178.07
2023-06-09,178.99,179.71,178.13,178.46
2023-06-12,178.76,181.35,178.47,181.25
2023-06-13,180.27,181.6,179.92,180.78
2023-06-14,180.83,181.84,179.5,181.41
2023-06-15,181.42,183.94,181.24,183.44
2023-06-16,184.15,184.4,181.72,182.36
2023-06-20,181.86,183.53,181.86,182.45
2023-06-21,182.34,182.85,180.07,181.42
2023-06-22,181.2,184.46,181.13,184.41
2023-06-23,182.98,184.97,182.45,184.1
2023-06-26,184.25,185.45,182.67,182.71
2023-06-27,183.32,185.79,183.1,185.46
2023-06-28,185.33,187.27,185.01,186.63
2023-06-29,186.47,187.44,186.33,186.97
2023-06-30,188.98,191.79,188.62,191.29
2023-07-03,191.1,191.2,189.11,189.8
2023-07-05,188.92,190.31,187.98,188.68
2023-07-06,187.22,189.37,186.58,189.16
2023-07-07,188.76,190.01,187.61,188.04
2023-07-10,186.64,187.36,184.45,186.0
2023-07-11,186.54,186.68,184.02,185.48
2023-07-12,187.06,189.05,185.86,187.15
2023-07-13,187.87,188.55,187.16,187.91
2023-07-14,187.6,188.54,187.01,188.05
2023-07-17,189.25,191.63,189.16,191.31
2023-07-18,190.68,191.64,189.76,191.05
2023-07-19,190.43,195.49,189.99,192.4
2023-07-20,192.39,193.75,189.84,190.46
2023-07-21,191.42,192.27,188.59,189.29
2023-07-24,190.74,192.22,189.59,190.09
2023-07-25,190.66,191.75,190.25,190.94
2023-07-26,190.99,192.94,190.65,191.81
2023-07-27,193.31,194.47,189.89,190.55
2023-07-28,191.98,193.91,191.46,193.12
2023-07-31,193.35,193.77,192.56,193.73
2023-08-01,193.53,194.01,192.58,192.91
2023-08-02,192.34,192.48,189.2,189.92
2023-08-03,188.92,189.71,188.05,188.53
2023-08-04,182.96,184.79,179.4,179.47
2023-08-07,179.61,180.6,174.9,176.38
2023-08-08,177.21,177.78,175.12,177.31
2023-08-09,178.37,178.43,174.56,175.73
2023-08-10,177.0,178.25,175.14,175.51
2023-08-11,175.1,176.39,174.34,175.57
2023-08-14,175.75,177.45,175.09,177.22
2023-08-15,176.65,177.24,174.84,175.23
2023-08-16,174.92,176.31,174.29,174.36
2023-08-17,174.93,175.29,171.31,171.83
2023-08-18,170.15,172.91,169.81,172.31
2023-08-21,172.88,173.93,171.57,173.64
2023-08-22,174.85,175.46,174.05,175.02
2023-08-23,176.29,179.28,176.1,178.86
2023-08-24,178.41,178.84,173.81,174.18
2023-08-25,175.16,176.91,173.62,176.38
2023-08-28,177.84,178.33,176.32,177.94
2023-08-29,177.45,182.59,177.26,181.82
2023-08-30,182.63,185.5,182.43,185.31
2023-08-31,185.49,186.76,185.14,185.52
2023-09-01,187.12,187.55,185.93,187.09
2023-09-05,185.93,187.61,185.27,187.33
2023-09-06,186.05,186.49,179.2,180.62
2023-09-07,172.99,175.98,171.37,175.34
2023-09-08,176.12,177.99,175.57,175.95
2023-09-11,177.82,178.05,175.12,177.12
2023-09-12,177.25,177.88,172.64,174.1
2023-09-13,174.3,175.08,171.81,172.03
2023-09-14,171.83,173.9,171.41,173.54
2023-09-15,174.28,174.29,171.65,172.82
2023-09-18,174.28,177.14,173.97,175.75
2023-09-19,175.3,177.39,174.92,176.83
2023-09-20,177.02,177.45,173.21,173.3
2023-09-21,172.37,174.1,171.69,171.76
2023-09-22,172.49,174.87,171.88,172.61
2023-09-25,172.02,174.76,171.97,173.88
2023-09-26,172.64,173.01,169.52,169.81
2023-09-27,170.46,170.88,166.94,168.3
2023-09-28,167.22,169.88,165.53,168.56
2023-09-29,169.87,170.91,168.21,169.07
2023-10-02,169.08,172.12,168.79,171.58
2023-10-03,170.11,171.46,168.69,170.25
2023-10-04,168.95,172.03,168.83,171.49
2023-10-05,171.62,173.26,170.52,172.72
2023-10-06,171.63,175.77,171.02,175.27
2023-10-09,174.6,176.81,173.6,176.75
2023-10-10,175.87,177.47,175.73,176.16
2023-10-11,175.97,177.6,175.38,177.55
2023-10-12,177.82,180.06,176.8,178.45
2023-10-13,179.15,179.66,175.91,176.62
2023-10-16,174.54,176.84,174.3,176.49
2023-10-17,174.44,176.19,172.62,174.94
2023-10-18,173.39,175.36,172.92,173.64
2023-10-19,173.84,175.62,173.0,173.27
2023-10-20,173.12,173.23,170.48,170.72
2023-10-23,168.77,171.84,167.81,170.84
2023-10-24,170.89,171.5,169.31,171.27
2023-10-25,169.73,170.9,168.52,168.96
2023-10-26,168.24,169.24,163.6,164.8
2023-10-27,164.82,166.85,164.75,166.12
2023-10-30,166.91,169.03,166.76,168.16
2023-10-31,167.23,168.76,165.8,168.64
2023-11-01,168.86,172.05,167.99,171.8
2023-11-02,173.33,175.56,173.27,175.35
2023-11-03,172.06,174.61,171.18,174.44
2023-11-06,174.18,177.19,174.01,176.99
2023-11-07,176.94,180.16,176.73,179.55
2023-11-08,180.07,181.16,179.32,180.61
2023-11-09,180.67,181.82,179.54,180.13
2023-11-10,181.91,184.48,181.48,184.31
2023-11-13,183.74,183.95,182.15,182.73
2023-11-14,185.6,186.0,184.21,185.34
