Date,Open,High,Low,Close
2023-08-21,311.24,315.98,310.37,315.11
2023-08-22,318.65,319.22,314.69,315.67
2023-08-23,317.0,322.27,316.65,320.12
2023-08-24,325.84,325.97,313.23,313.24
2023-08-25,314.7,318.51,312.09,316.18
2023-08-28,318.81,319.29,314.95,316.89
2023-08-29,315.11,322.06,315.11,321.5
2023-08-30,321.75,322.87,319.58,321.87
2023-08-31,322.27,323.95,319.9,320.86
2023-09-01,324.34,325.0,319.9,321.74
2023-09-05,322.08,327.8,321.74,326.53
2023-09-06,326.36,327.42,323.23,325.87
2023-09-07,324.32,326.07,322.11,322.97
2023-09-08,323.14,329.09,322.53,327.23
2023-09-11,330.14,331.3,328.37,330.83
2023-09-12,328.75,329.7,324.5,324.79
2023-09-13,324.34,329.76,324.2,328.99
2023-09-14,332.01,333.69,329.49,331.57
2023-09-15,329.83,330.3,322.71,323.27
2023-09-18,320.9,323.45,319.49,322.13
2023-09-19,319.31,322.46,317.68,321.73
2023-09-20,322.58,322.65,313.76,314.02
2023-09-21,312.54,318.5,308.37,312.81
2023-09-22,314.56,314.68,309.5,310.34
2023-09-25,309.93,310.98,308.37,310.86
2023-09-26,308.5,309.23,303.5,305.57
2023-09-27,305.73,307.69,303.17,306.21
2023-09-28,304.44,308.84,302.94,307.04
2023-09-29,311.06,312.75,308.35,309.1
2023-10-02,309.62,315.12,308.55,315.03
2023-10-03,314.08,314.63,304.66,306.79
2023-10-04,307.42,313.3,307.39,312.25
2023-10-05,312.37,313.25,308.27,312.64
2023-10-06,309.89,322.26,309.64,320.37
2023-10-09,317.92,323.35,316.38,322.88
2023-10-10,323.99,324.13,320.77,321.48
2023-10-11,324.24,325.82,322.21,325.42
2023-10-12,323.61,326.61,321.8,324.19
2023-10-13,325.38,326.8,319.49,320.83
2023-10-16,324.08,329.07,323.64,325.64
2023-10-17,322.65,326.44,320.52,325.07
2023-10-18,325.49,328.53,321.39,323.16
2023-10-19,325.16,329.79,323.95,324.35
2023-10-20,324.74,324.93,318.6,319.79
2023-10-23,318.62,325.73,317.56,322.39
2023-10-24,324.33,324.86,320.71,323.57
2023-10-25,337.76,338.91,330.51,333.5
2023-10-26,333.37,334.44,320.06,320.99
2023-10-27,323.48,329.63,321.49,322.87
2023-10-30,326.39,332.31,324.85,330.21
2023-10-31,331.72,331.87,327.65,330.99
2023-11-01,332.64,340.11,332.5,338.79
2023-11-02,339.93,341.49,337.51,340.99
2023-11-03,342.27,346.93,340.02,345.37
2023-11-06,346.01,350.02,345.91,349.03
2023-11-07,351.84,354.83,350.1,352.94
2023-11-08,354.07,356.21,352.96,355.56
2023-11-09,354.67,357.11,352.78,353.1
2023-11-10,353.88,362.31,353.47,361.89
2023-11-13,360.47,360.72,358.2,358.96
2023-11-14,363.2,364.12,359.62,362.48
